caldt,b30ret,b30ind,b20ret,b20ind,b10ret,b10ind,b7ret,b7ind,b5ret,b5ind,b2ret,b2ind,b1ret,b1ind,t90ret,t90ind,t30ret,t30ind,cpiret,cpiind
1/31/86,0.001764,268.081,0.004046,259.6827,0.003898,309.5537,0.002548,312.4678,0.006628,311.279,0.006626,330.1692,0.007157,342.4028,0.006297,323.6819,0.004865,295.196,0.002745,257.9
